Element Number	Bending Stress (MPa)
7047	-0.29945
7048	-0.28704
7049	-0.29131
7050	-0.27811
7051	-0.28264
7052	-0.27344
7053	-0.31784
7054	-0.33742
7055	-0.31494
7056	-0.25865
7057	-0.2587
7058	-0.3021
7059	-0.31124
7060	-0.3055
7061	-0.34583
7062	-0.36536
7063	-0.34458
7064	-0.2586
7065	-0.25869
7066	-0.2567
7067	-0.26612
7068	-0.26148
7069	-0.27502
7070	-0.27064
7071	-0.2834
7072	-0.27927
7073	-0.29126
7074	-0.2874
7075	-0.29862
7076	-0.295
7077	-0.30548
7078	-0.30212
7079	-0.31183
7080	-0.30872
7081	-0.31763
7082	-0.31479
7083	-0.32305
7084	-0.3204
7085	-0.32806
7086	-0.3256
7087	-0.33262
7088	-0.3304
7089	-0.33662
7090	-0.33468
7091	-0.34016
7092	-0.33845
7093	-0.34323
7094	-0.34175
7095	-0.34584
7096	-0.34459
7097	-0.34799
7098	-0.34697
7099	-0.34969
7100	-0.3489
7101	-0.35093
7102	-0.35037
7103	-0.35172
7104	-0.35139
7105	-0.35206
7106	-0.35195
7107	-0.35195
7108	-0.35206
7109	-0.35139
7110	-0.35172
7111	-0.35037
7112	-0.35093
7113	-0.3489
7114	-0.34969
7115	-0.34697
7116	-0.34799
7117	-0.34459
7118	-0.34584
7119	-0.34175
7120	-0.34323
7121	-0.33845
7122	-0.34016
7123	-0.33468
7124	-0.33663
7125	-0.33045
7126	-0.33263
7127	-0.32578
7128	-0.32817
7129	-0.32326
7130	-0.30879
7131	-0.31193
7132	-0.30215
7133	-0.30553
7134	-0.29503
7135	-0.29865
7136	-0.28741
7137	-0.29129
7138	-0.27929
7139	-0.28341
7140	-0.27065
7141	-0.27503
7142	-0.2615
7143	-0.26614
7144	-0.25679
7145	-0.2519
7146	-0.25671
7147	-0.25182
7148	-0.25182
7149	-0.25673
7150	-0.26611
7151	-0.26148
7152	-0.27495
7153	-0.2706
7154	-0.28325
7155	-0.27916
7156	-0.29112
7157	-0.28723
7158	-0.2949
7159	-0.3119
7160	-0.30877
7161	-0.3178
7162	-0.31491
7163	-0.3232
7164	-0.32056
7165	-0.32816
7166	-0.32573
7167	-0.33263
7168	-0.33045
7169	-0.33663
7170	-0.33468
7171	-0.34016
7172	-0.33845
7173	-0.34323
7174	-0.34175
7175	-0.34584
7176	-0.34459
7177	-0.34799
7178	-0.34697
7179	-0.34969
7180	-0.3489
7181	-0.35093
7182	-0.35037
7183	-0.35172
7184	-0.35138
7185	-0.35204
7186	-0.35194
7187	-0.35183
7188	-0.352
7189	-0.3511
7190	-0.35152
7191	-0.35001
7192	-0.35059
7193	-0.34857
7194	-0.34934
7195	-0.3467
7196	-0.3477
7197	-0.34432
7198	-0.34558
7199	-0.3414
7200	-0.34291
7201	-0.33813
7202	-0.3398
7203	-0.33453
7204	-0.3364
7205	-0.33033
7206	-0.3325
7207	-0.32556
7208	-0.32801
7209	-0.32021
7210	-0.32296
7211	-0.31424
7212	-0.3172
7213	-0.30824
7214	-0.31131
7215	-0.30192
7216	-0.30516
7217	-0.29505
7218	-0.29853
7219	-0.28756
7220	-0.29141
7221	-0.27941
7222	-0.28357
7223	-0.27066
7224	-0.27511
7225	-0.26132
7226	-0.26607
7227	-0.25143
7228	-0.25642
7229	-0.26616
7230	-0.26153
7231	-0.27503
7232	-0.27066
7233	-0.2834
7234	-0.27928
7235	-0.29128
7236	-0.2874
7237	-0.29865
7238	-0.29502
7239	-0.30553
7240	-0.30215
7241	-0.31191
7242	-0.30878
7243	-0.31781
7244	-0.31492
7245	-0.32322
7246	-0.32058
7247	-0.32816
7248	-0.32575
7249	-0.33263
7250	-0.33044
7251	-0.33671
7252	-0.33475
7253	-0.3402
7254	-0.33851
7255	-0.34324
7256	-0.34177
7257	-0.34587
7258	-0.34461
7259	-0.34802
7260	-0.347
7261	-0.34972
7262	-0.34893
7263	-0.35096
7264	-0.3504
7265	-0.35175
7266	-0.35141
7267	-0.35207
7268	-0.35196
7269	-0.35195
7270	-0.35206
7271	-0.35138
7272	-0.35172
7273	-0.35037
7274	-0.35093
7275	-0.3489
7276	-0.34969
7277	-0.34799
7278	-0.34175
7279	-0.34322
7280	-0.33845
7281	-0.34016
7282	-0.33469
7283	-0.33663
7284	-0.33046
7285	-0.33263
7286	-0.32575
7287	-0.32817
7288	-0.32058
7289	-0.32323
7290	-0.31492
7291	-0.31781
7292	-0.30878
7293	-0.31191
7294	-0.30215
7295	-0.30552
7296	-0.29502
7297	-0.29865
7298	-0.2874
7299	-0.29128
7300	-0.27927
7301	-0.2834
7302	-0.27064
7303	-0.27502
7304	-0.26149
7305	-0.26613
7306	-0.25178
7307	-0.25672
7308	-0.25182
7309	-0.25182
7310	-0.25672
7311	-0.26613
7312	-0.26149
7313	-0.27502
7314	-0.27064
7315	-0.2834
7316	-0.27927
7317	-0.29128
7318	-0.2874
7319	-0.29865
7320	-0.29502
7321	-0.30552
7322	-0.30215
7323	-0.3119
7324	-0.30878
7325	-0.3178
7326	-0.31491
7327	-0.32318
7328	-0.32056
7329	-0.32816
7330	-0.32571
7331	-0.33263
7332	-0.33047
7333	-0.33665
7334	-0.3347
7335	-0.34019
7336	-0.33848
7337	-0.34324
7338	-0.34177
7339	-0.34585
7340	-0.3446
7341	-0.348
7342	-0.34698
7343	-0.34969
7344	-0.3489
7345	-0.35093
7346	-0.35037
7347	-0.35172
7348	-0.35139
7349	-0.35206
7350	-0.35195
7351	-0.35195
7352	-0.35206
7353	-0.35139
7354	-0.35172
7355	-0.35037
7356	-0.35093
7357	-0.3489
7358	-0.34969
7359	-0.34697
7360	-0.34799
7361	-0.34459
7362	-0.34584
7363	-0.34175
7364	-0.34323
7365	-0.33845
7366	-0.34016
7367	-0.33469
7368	-0.33663
7369	-0.33046
7370	-0.33263
7371	-0.32575
7372	-0.32817
7373	-0.32058
7374	-0.32323
7375	-0.31492
7376	-0.31781
7377	-0.30878
7378	-0.31191
7379	-0.30215
7380	-0.30552
7381	-0.29502
7382	-0.29865
7383	-0.2874
7384	-0.29127
7385	-0.27927
7386	-0.2834
7387	-0.27062
7388	-0.27501
7389	-0.26143
7390	-0.26609
7391	-0.25165
7392	-0.25661
7393	-0.2464
7394	-0.24679
7395	-0.24657
7396	-0.3084
7397	-0.32986
7398	-0.30562
7399	-0.29326
7400	-0.30442
7401	-0.29653
7402	-0.33535
7403	-0.35707
7404	-0.33415
7405	-0.24679
7406	-0.24405
7407	-0.23899
7408	-0.24469
7409	-0.23982
7410	-0.2444
7411	-0.23942
7412	-0.23977
7413	-0.24941
7414	-0.24466
7415	-0.25851
7416	-0.25402
7417	-0.26711
7418	-0.26287
7419	-0.2752
7420	-0.27122
7421	-0.28279
7422	-0.27906
7423	-0.28991
7424	-0.28641
7425	-0.29654
7426	-0.29329
7427	-0.30264
7428	-0.29966
7429	-0.30823
7430	-0.30549
7431	-0.31348
7432	-0.31088
7433	-0.3183
7434	-0.31596
7435	-0.32264
7436	-0.32054
7437	-0.3265
7438	-0.32463
7439	-0.3299
7440	-0.32826
7441	-0.33286
7442	-0.33144
7443	-0.33536
7444	-0.33417
7445	-0.33743
7446	-0.33645
7447	-0.33906
7448	-0.3383
7449	-0.34026
7450	-0.33972
7451	-0.34102
7452	-0.34069
7453	-0.34134
7454	-0.34124
7455	-0.34124
7456	-0.34134
7457	-0.34069
7458	-0.34102
7459	-0.33972
7460	-0.34026
7461	-0.3383
7462	-0.33906
7463	-0.33645
7464	-0.33743
7465	-0.33416
7466	-0.33536
7467	-0.33143
7468	-0.33285
7469	-0.32825
7470	-0.3299
7471	-0.32463
7472	-0.3265
7473	-0.32055
7474	-0.32264
7475	-0.31604
7476	-0.31835
7477	-0.31361
7478	-0.29969
7479	-0.30271
7480	-0.29329
7481	-0.29655
7482	-0.28642
7483	-0.28992
7484	-0.27907
7485	-0.28281
7486	-0.27122
7487	-0.27521
7488	-0.26288
7489	-0.26712
7490	-0.25404
7491	-0.25852
7492	-0.24943
7493	-0.23982
7494	-0.24942
7495	-0.24468
7496	-0.2585
7497	-0.25402
7498	-0.26704
7499	-0.26284
7500	-0.27508
7501	-0.27112
7502	-0.28269
7503	-0.27893
7504	-0.28633
7505	-0.30269
7506	-0.29967
7507	-0.30837
7508	-0.30559
7509	-0.31359
7510	-0.31104
7511	-0.31835
7512	-0.31603
7513	-0.32265
7514	-0.32056
7515	-0.3265
7516	-0.32464
7517	-0.3299
7518	-0.32826
7519	-0.33285
7520	-0.33143
7521	-0.33536
7522	-0.33416
7523	-0.33743
7524	-0.33645
7525	-0.33906
7526	-0.3383
7527	-0.34026
7528	-0.33972
7529	-0.34102
7530	-0.34069
7531	-0.34132
7532	-0.34123
7533	-0.34111
7534	-0.34128
7535	-0.34041
7536	-0.34081
7537	-0.33934
7538	-0.33991
7539	-0.33796
7540	-0.33869
7541	-0.33617
7542	-0.33712
7543	-0.33388
7544	-0.33509
7545	-0.33108
7546	-0.33253
7547	-0.32793
7548	-0.32954
7549	-0.32443
7550	-0.32624
7551	-0.32047
7552	-0.32252
7553	-0.31591
7554	-0.31824
7555	-0.31074
7556	-0.31344
7557	-0.30499
7558	-0.30791
7559	-0.29921
7560	-0.30206
7561	-0.29309
7562	-0.29621
7563	-0.28643
7564	-0.28987
7565	-0.27912
7566	-0.28283
7567	-0.27126
7568	-0.27526
7569	-0.26283
7570	-0.26712
7571	-0.25376
7572	-0.25837
7573	-0.24899
7574	-0.2399
7575	-0.24945
7576	-0.24474
7577	-0.25851
7578	-0.25404
7579	-0.2671
7580	-0.26287
7581	-0.27521
7582	-0.27122
7583	-0.28281
7584	-0.27907
7585	-0.28992
7586	-0.28642
7587	-0.29654
7588	-0.29329
7589	-0.3027
7590	-0.29968
7591	-0.30838
7592	-0.3056
7593	-0.3136
7594	-0.31105
7595	-0.31836
7596	-0.31604
7597	-0.32266
7598	-0.32058
7599	-0.32645
7600	-0.3246
7601	-0.32991
7602	-0.32824
7603	-0.33285
7604	-0.33144
7605	-0.33529
7606	-0.33412
7607	-0.33739
7608	-0.33638
7609	-0.33907
7610	-0.3383
7611	-0.34027
7612	-0.33973
7613	-0.34102
7614	-0.3407
7615	-0.34135
7616	-0.34124
7617	-0.34124
7618	-0.34135
7619	-0.34069
7620	-0.34102
7621	-0.33971
7622	-0.34026
7623	-0.3383
7624	-0.33906
7625	-0.33743
7626	-0.33142
7627	-0.33284
7628	-0.32825
7629	-0.32989
7630	-0.32464
7631	-0.3265
7632	-0.32056
7633	-0.32266
7634	-0.31604
7635	-0.31836
7636	-0.31105
7637	-0.3136
7638	-0.3056
7639	-0.30838
7640	-0.29968
7641	-0.3027
7642	-0.29329
7643	-0.29655
7644	-0.28642
7645	-0.28991
7646	-0.27906
7647	-0.2828
7648	-0.27122
7649	-0.2752
7650	-0.26288
7651	-0.26711
7652	-0.25404
7653	-0.25852
7654	-0.24469
7655	-0.24942
7656	-0.23982
7657	-0.23982
7658	-0.24942
7659	-0.24468
7660	-0.25852
7661	-0.25403
7662	-0.26711
7663	-0.26288
7664	-0.2752
7665	-0.27122
7666	-0.2828
7667	-0.27906
7668	-0.28991
7669	-0.28642
7670	-0.29655
7671	-0.29329
7672	-0.3027
7673	-0.29968
7674	-0.30838
7675	-0.3056
7676	-0.31365
7677	-0.31106
7678	-0.31839
7679	-0.31609
7680	-0.32264
7681	-0.32057
7682	-0.3265
7683	-0.32463
7684	-0.3299
7685	-0.32825
7686	-0.33286
7687	-0.33144
7688	-0.33537
7689	-0.33417
7690	-0.33743
7691	-0.33645
7692	-0.33906
7693	-0.3383
7694	-0.34026
7695	-0.33972
7696	-0.34102
7697	-0.34069
7698	-0.34134
7699	-0.34124
7700	-0.34124
7701	-0.34134
7702	-0.34069
7703	-0.34102
7704	-0.33972
7705	-0.34026
7706	-0.3383
7707	-0.33906
7708	-0.33645
7709	-0.33743
7710	-0.33416
7711	-0.33536
7712	-0.33143
7713	-0.33285
7714	-0.32826
7715	-0.3299
7716	-0.32464
7717	-0.3265
7718	-0.32056
7719	-0.32266
7720	-0.31604
7721	-0.31836
7722	-0.31105
7723	-0.3136
7724	-0.3056
7725	-0.30838
7726	-0.29968
7727	-0.3027
7728	-0.29329
7729	-0.29655
7730	-0.28642
7731	-0.28991
7732	-0.27906
7733	-0.2828
7734	-0.27121
7735	-0.2752
7736	-0.26284
7737	-0.26709
7738	-0.25391
7739	-0.25845
7740	-0.24923
7741	-0.29863
7742	-0.32215
7743	-0.29596
7744	-0.23387
7745	-0.23482
7746	-0.2841
7747	-0.29745
7748	-0.28724
7749	-0.3245
7750	-0.34859
7751	-0.32334
7752	-0.23432
7753	-0.23482
7754	-0.23257
7755	-0.24185
7756	-0.23728
7757	-0.25063
7758	-0.24631
7759	-0.25891
7760	-0.25483
7761	-0.2667
7762	-0.26287
7763	-0.27402
7764	-0.27042
7765	-0.28087
7766	-0.27751
7767	-0.28726
7768	-0.28413
7769	-0.29313
7770	-0.29026
7771	-0.29852
7772	-0.29588
7773	-0.3035
7774	-0.30106
7775	-0.30814
7776	-0.30586
7777	-0.31232
7778	-0.31029
7779	-0.31602
7780	-0.31423
7781	-0.31928
7782	-0.31771
7783	-0.32211
7784	-0.32075
7785	-0.32452
7786	-0.32337
7787	-0.3265
7788	-0.32556
7789	-0.32807
7790	-0.32734
7791	-0.32921
7792	-0.32869
7793	-0.32994
7794	-0.32963
7795	-0.33025
7796	-0.33015
7797	-0.33015
7798	-0.33025
7799	-0.32963
7800	-0.32994
7801	-0.32869
7802	-0.32921
7803	-0.32734
7804	-0.32807
7805	-0.32556
7806	-0.3265
7807	-0.32337
7808	-0.32452
7809	-0.32075
7810	-0.32211
7811	-0.3177
7812	-0.31928
7813	-0.31422
7814	-0.31601
7815	-0.3103
7816	-0.31232
7817	-0.30597
7818	-0.30819
7819	-0.30364
7820	-0.29026
7821	-0.29317
7822	-0.28411
7823	-0.28725
7824	-0.2775
7825	-0.28087
7826	-0.27042
7827	-0.27402
7828	-0.26287
7829	-0.26671
7830	-0.25483
7831	-0.25891
7832	-0.2463
7833	-0.25063
7834	-0.23728
7835	-0.24186
7836	-0.23262
7837	-0.22785
7838	-0.23259
7839	-0.22776
7840	-0.22776
7841	-0.23259
7842	-0.24185
7843	-0.23728
7844	-0.25062
7845	-0.2463
7846	-0.25885
7847	-0.2548
7848	-0.2666
7849	-0.26278
7850	-0.27393
7851	-0.27031
7852	-0.27744
7853	-0.29315
7854	-0.29025
7855	-0.29861
7856	-0.29593
7857	-0.30362
7858	-0.30117
7859	-0.3082
7860	-0.30596
7861	-0.31233
7862	-0.31032
7863	-0.31602
7864	-0.31423
7865	-0.31928
7866	-0.31771
7867	-0.32211
7868	-0.32075
7869	-0.32452
7870	-0.32337
7871	-0.3265
7872	-0.32556
7873	-0.32807
7874	-0.32734
7875	-0.32921
7876	-0.32869
7877	-0.32994
7878	-0.32963
7879	-0.33022
7880	-0.33014
7881	-0.33002
7882	-0.33019
7883	-0.32933
7884	-0.32973
7885	-0.32831
7886	-0.32885
7887	-0.32698
7888	-0.32769
7889	-0.32528
7890	-0.32619
7891	-0.32308
7892	-0.32425
7893	-0.32039
7894	-0.32178
7895	-0.31738
7896	-0.31891
7897	-0.31404
7898	-0.31577
7899	-0.31021
7900	-0.31219
7901	-0.30565
7902	-0.30805
7903	-0.30045
7904	-0.30306
7905	-0.29546
7906	-0.29788
7907	-0.29065
7908	-0.29341
7909	-0.28392
7910	-0.28713
7911	-0.27742
7912	-0.28071
7913	-0.27041
7914	-0.27399
7915	-0.26285
7916	-0.2667
7917	-0.25473
7918	-0.25887
7919	-0.24601
7920	-0.25044
7921	-0.23663
7922	-0.2414
7923	-0.22676
7924	-0.23175
7925	-0.25058
7926	-0.23728
7927	-0.24181
7928	-0.24625
7929	-0.25889
7930	-0.25479
7931	-0.26669
7932	-0.26285
7933	-0.27402
7934	-0.27041
7935	-0.28086
7936	-0.2775
7937	-0.28724
7938	-0.28411
7939	-0.29316
7940	-0.29026
7941	-0.29863
7942	-0.29595
7943	-0.30364
7944	-0.30119
7945	-0.30822
7946	-0.30599
7947	-0.31237
7948	-0.31035
7949	-0.3161
7950	-0.31429
7951	-0.31933
7952	-0.31778
7953	-0.32214
7954	-0.32078
7955	-0.32461
7956	-0.32343
7957	-0.32655
7958	-0.32566
7959	-0.32805
7960	-0.32732
7961	-0.32921
7962	-0.32869
7963	-0.32995
7964	-0.32964
7965	-0.33026
7966	-0.33015
7967	-0.33015
7968	-0.33025
7969	-0.32963
7970	-0.32994
7971	-0.32869
7972	-0.32921
7973	-0.32733
7974	-0.32806
7975	-0.32649
7976	-0.32072
7977	-0.32208
7978	-0.31769
7979	-0.31926
7980	-0.31423
7981	-0.31601
7982	-0.31032
7983	-0.31233
7984	-0.30597
7985	-0.3082
7986	-0.30119
7987	-0.30364
7988	-0.29595
7989	-0.29862
7990	-0.29026
7991	-0.29316
7992	-0.28411
7993	-0.28724
7994	-0.2775
7995	-0.28087
7996	-0.27042
7997	-0.27402
7998	-0.26287
7999	-0.2667
8000	-0.25483
8001	-0.25891
8002	-0.2463
8003	-0.25063
8004	-0.23728
8005	-0.24186
8006	-0.22771
8007	-0.23258
8008	-0.22776
8009	-0.22776
8010	-0.23259
8011	-0.24185
8012	-0.23728
8013	-0.25063
8014	-0.2463
8015	-0.25891
8016	-0.25483
8017	-0.2667
8018	-0.26287
8019	-0.27402
8020	-0.27042
8021	-0.28087
8022	-0.2775
8023	-0.28725
8024	-0.28411
8025	-0.29317
8026	-0.29026
8027	-0.29862
8028	-0.29596
8029	-0.30361
8030	-0.30116
8031	-0.3082
8032	-0.30597
8033	-0.31237
8034	-0.31034
8035	-0.31602
8036	-0.31425
8037	-0.31927
8038	-0.31769
8039	-0.32212
8040	-0.32075
8041	-0.32453
8042	-0.32338
8043	-0.32651
8044	-0.32557
8045	-0.32807
8046	-0.32734
8047	-0.32921
8048	-0.32869
8049	-0.32994
8050	-0.32963
8051	-0.33025
8052	-0.33015
8053	-0.33015
8054	-0.33025
8055	-0.32963
8056	-0.32994
8057	-0.32869
8058	-0.32921
8059	-0.32734
8060	-0.32807
8061	-0.32556
8062	-0.3265
8063	-0.32337
8064	-0.32452
8065	-0.32075
8066	-0.32211
8067	-0.31771
8068	-0.31928
8069	-0.31423
8070	-0.31602
8071	-0.31032
8072	-0.31233
8073	-0.30597
8074	-0.3082
8075	-0.30119
8076	-0.30364
8077	-0.29595
8078	-0.29862
8079	-0.29026
8080	-0.29316
8081	-0.28411
8082	-0.28724
8083	-0.2775
8084	-0.28087
8085	-0.27042
8086	-0.27402
8087	-0.26285
8088	-0.2667
8089	-0.25478
8090	-0.25888
8091	-0.24616
8092	-0.25054
8093	-0.23694
8094	-0.24162
8095	-0.22712
8096	-0.2321
8097	-0.22171
8098	-0.22281
8099	-0.22205
8100	-0.28852
8101	-0.31428
8102	-0.28595
8103	-0.27459
8104	-0.29026
8105	-0.27761
8106	-0.31326
8107	-0.33994
8108	-0.31216
8109	-0.22281
8110	-0.2196
8111	-0.21471
8112	-0.22043
8113	-0.21567
8114	-0.21972
8115	-0.21473
8116	-0.21563
8117	-0.22509
8118	-0.22043
8119	-0.23402
8120	-0.22961
8121	-0.24245
8122	-0.23829
8123	-0.25041
8124	-0.24649
8125	-0.2579
8126	-0.25421
8127	-0.26494
8128	-0.26147
8129	-0.2715
8130	-0.26828
8131	-0.27762
8132	-0.27462
8133	-0.28327
8134	-0.2805
8135	-0.28845
8136	-0.28591
8137	-0.29315
8138	-0.29085
8139	-0.2976
8140	-0.29543
8141	-0.30162
8142	-0.29967
8143	-0.30517
8144	-0.30345
8145	-0.3083
8146	-0.30678
8147	-0.311
8148	-0.3097
8149	-0.3133
8150	-0.3122
8151	-0.3152
8152	-0.3143
8153	-0.31669
8154	-0.31599
8155	-0.31779
8156	-0.31729
8157	-0.31848
8158	-0.31818
8159	-0.31878
8160	-0.31868
8161	-0.31868
8162	-0.31878
8163	-0.31818
8164	-0.31848
8165	-0.31729
8166	-0.31779
8167	-0.31599
8168	-0.31669
8169	-0.3143
8170	-0.3152
8171	-0.3122
8172	-0.3133
8173	-0.3097
8174	-0.311
8175	-0.30678
8176	-0.30829
8177	-0.30345
8178	-0.30517
8179	-0.29971
8180	-0.30163
8181	-0.29555
8182	-0.29768
8183	-0.29331
8184	-0.2805
8185	-0.28328
8186	-0.27461
8187	-0.27761
8188	-0.26826
8189	-0.27149
8190	-0.26147
8191	-0.26492
8192	-0.25421
8193	-0.2579
8194	-0.24648
8195	-0.25041
8196	-0.23828
8197	-0.24244
8198	-0.2296
8199	-0.234
8200	-0.22508
8201	-0.21567
8202	-0.22508
8203	-0.22044
8204	-0.234
8205	-0.2296
8206	-0.24243
8207	-0.23828
8208	-0.25036
8209	-0.24646
8210	-0.25782
8211	-0.25415
8212	-0.26484
8213	-0.26137
8214	-0.26821
8215	-0.28328
8216	-0.2805
8217	-0.28852
8218	-0.28595
8219	-0.29332
8220	-0.29097
8221	-0.29769
8222	-0.29555
8223	-0.30164
8224	-0.29972
8225	-0.30518
8226	-0.30346
8227	-0.30829
8228	-0.30679
8229	-0.311
8230	-0.3097
8231	-0.3133
8232	-0.3122
8233	-0.3152
8234	-0.3143
8235	-0.31669
8236	-0.31599
8237	-0.31779
8238	-0.31729
8239	-0.31848
8240	-0.31818
8241	-0.31875
8242	-0.31867
8243	-0.31854
8244	-0.31871
8245	-0.31786
8246	-0.31824
8247	-0.31689
8248	-0.3174
8249	-0.31564
8250	-0.3163
8251	-0.31401
8252	-0.31488
8253	-0.3119
8254	-0.31302
8255	-0.30932
8256	-0.31066
8257	-0.30645
8258	-0.30792
8259	-0.30325
8260	-0.30489
8261	-0.29959
8262	-0.30151
8263	-0.29529
8264	-0.29751
8265	-0.29046
8266	-0.29292
8267	-0.28513
8268	-0.28788
8269	-0.27927
8270	-0.28203
8271	-0.27431
8272	-0.27698
8273	-0.2682
8274	-0.27136
8275	-0.26144
8276	-0.26488
8277	-0.25419
8278	-0.25788
8279	-0.2464
8280	-0.25037
8281	-0.23804
8282	-0.24229
8283	-0.22908
8284	-0.23364
8285	-0.22437
8286	-0.21584
8287	-0.22511
8288	-0.22054
8289	-0.24239
8290	-0.22958
8291	-0.23395
8292	-0.23822
8293	-0.25037
8294	-0.24644
8295	-0.25788
8296	-0.25419
8297	-0.26492
8298	-0.26146
8299	-0.27149
8300	-0.26826
8301	-0.27761
8302	-0.2746
8303	-0.28328
8304	-0.2805
8305	-0.28852
8306	-0.28595
8307	-0.29331
8308	-0.29097
8309	-0.29767
8310	-0.29554
8311	-0.30162
8312	-0.29969
8313	-0.30517
8314	-0.30345
8315	-0.3083
8316	-0.30679
8317	-0.31097
8318	-0.30969
8319	-0.31328
8320	-0.31218
8321	-0.31522
8322	-0.31429
8323	-0.31669
8324	-0.31601
8325	-0.31779
8326	-0.31729
8327	-0.31849
8328	-0.31819
8329	-0.31878
8330	-0.31868
8331	-0.31868
8332	-0.31878
8333	-0.31818
8334	-0.31848
8335	-0.31728
8336	-0.31778
8337	-0.31598
8338	-0.31668
8339	-0.31518
8340	-0.30965
8341	-0.31095
8342	-0.30676
8343	-0.30826
8344	-0.30346
8345	-0.30516
8346	-0.29972
8347	-0.30164
8348	-0.29556
8349	-0.29769
8350	-0.29097
8351	-0.29332
8352	-0.28595
8353	-0.28852
8354	-0.2805
8355	-0.28328
8356	-0.27461
8357	-0.27761
8358	-0.26826
8359	-0.27149
8360	-0.26147
8361	-0.26492
8362	-0.25421
8363	-0.2579
8364	-0.24648
8365	-0.2504
8366	-0.23828
8367	-0.24244
8368	-0.2296
8369	-0.234
8370	-0.22044
8371	-0.22508
8372	-0.21567
8373	-0.21566
8374	-0.22508
8375	-0.22043
8376	-0.234
8377	-0.2296
8378	-0.24244
8379	-0.23828
8380	-0.2504
8381	-0.24648
8382	-0.2579
8383	-0.25421
8384	-0.26492
8385	-0.26147
8386	-0.27149
8387	-0.26826
8388	-0.27761
8389	-0.27461
8390	-0.28327
8391	-0.2805
8392	-0.28852
8393	-0.28595
8394	-0.29332
8395	-0.29097
8396	-0.29761
8397	-0.29555
8398	-0.30162
8399	-0.29964
8400	-0.30521
8401	-0.30348
8402	-0.30831
8403	-0.3068
8404	-0.311
8405	-0.3097
8406	-0.31329
8407	-0.31219
8408	-0.31519
8409	-0.31429
8410	-0.31669
8411	-0.31599
8412	-0.31778
8413	-0.31729
8414	-0.31848
8415	-0.31818
8416	-0.31878
8417	-0.31868
8418	-0.31868
8419	-0.31878
8420	-0.31818
8421	-0.31848
8422	-0.31729
8423	-0.31779
8424	-0.31599
8425	-0.31669
8426	-0.3143
8427	-0.3152
8428	-0.3122
8429	-0.3133
8430	-0.3097
8431	-0.311
8432	-0.30678
8433	-0.30829
8434	-0.30346
8435	-0.30517
8436	-0.29972
8437	-0.30164
8438	-0.29556
8439	-0.29769
8440	-0.29097
8441	-0.29332
8442	-0.28595
8443	-0.28852
8444	-0.2805
8445	-0.28328
8446	-0.27461
8447	-0.27761
8448	-0.26826
8449	-0.27149
8450	-0.26146
8451	-0.26492
8452	-0.25419
8453	-0.25789
8454	-0.24642
8455	-0.25037
8456	-0.2381
8457	-0.24233
8458	-0.22924
8459	-0.23373
8460	-0.22456
8461	-0.27805
8462	-0.30624
8463	-0.2756
8464	-0.20971
8465	-0.21077
8466	-0.26475
8467	-0.2829
8468	-0.26763
8469	-0.30163
8470	-0.3311
8471	-0.30057
8472	-0.20961
8473	-0.21077
8474	-0.20825
8475	-0.21734
8476	-0.21286
8477	-0.22588
8478	-0.22167
8479	-0.23396
8480	-0.22998
8481	-0.24159
8482	-0.23784
8483	-0.24877
8484	-0.24524
8485	-0.25549
8486	-0.25218
8487	-0.26179
8488	-0.25869
8489	-0.26763
8490	-0.26477
8491	-0.273
8492	-0.27039
8493	-0.27792
8494	-0.2755
8495	-0.28249
8496	-0.28024
8497	-0.28671
8498	-0.28464
8499	-0.29055
8500	-0.28868
8501	-0.29395
8502	-0.2923
8503	-0.29692
8504	-0.29549
8505	-0.2995
8506	-0.29826
8507	-0.3017
8508	-0.30065
8509	-0.3035
8510	-0.30265
8511	-0.30492
8512	-0.30426
8513	-0.30597
8514	-0.30549
8515	-0.30663
8516	-0.30635
8517	-0.30691
