Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Elastic Strain (mm/mm)
28713	540.	-810.	0.	-1.1386e-007
28713	540.	-810.	0.	1.1386e-007
28714	-420.	690.	0.	-3.8811e-007
28714	-420.	690.	0.	3.8811e-007
28715	-690.	-420.	0.	3.4496e-007
28715	-690.	-420.	0.	-3.4496e-007
28716	649.99	-500.	0.	5.7714e-008
28716	649.99	-500.	0.	-5.7714e-008
28717	-810.07	-759.99	0.	4.002e-007
28717	-810.07	-759.99	0.	-4.002e-007
28718	-759.99	810.07	0.	1.6639e-007
28718	-759.99	810.07	0.	-1.6639e-007
28719	590.	39.923	0.	-2.8676e-007
28719	590.	39.923	0.	2.8676e-007
28720	229.99	-200.	0.	-1.5699e-006
28720	229.99	-200.	0.	1.5699e-006
28721	-870.	300.	0.	2.4336e-006
28721	-870.	300.	0.	-2.4336e-006
28722	350.	-790.	0.	-2.3965e-007
28722	350.	-790.	0.	2.3965e-007
28723	-869.99	800.01	0.	4.6409e-007
28723	-869.99	800.01	0.	-4.6409e-007
28724	-239.99	380.	0.	-1.2609e-006
28724	-239.99	380.	0.	1.2609e-006
28725	500.01	119.85	0.	-8.1411e-007
28725	500.01	119.85	0.	8.1411e-007
28726	100.15	440.23	0.	-1.2281e-006
28726	100.15	440.23	0.	1.2281e-006
28727	-50.	500.	0.	-1.0832e-006
28727	-50.	500.	0.	1.0832e-006
28728	-860.28	-779.95	0.	5.0644e-007
28728	-860.28	-779.95	0.	-5.0644e-007
28729	-779.95	860.28	0.	1.2179e-007
28729	-779.95	860.28	0.	-1.2179e-007
28730	630.	-7.353e-003	0.	1.3762e-008
28730	630.	-7.353e-003	0.	-1.3762e-008
28731	850.	220.	0.	2.3317e-006
28731	850.	220.	0.	-2.3317e-006
28732	200.09	750.1	0.	-3.654e-007
28732	200.09	750.1	0.	3.654e-007
28733	580.	-750.	0.	-1.1951e-007
28733	580.	-750.	0.	1.1951e-007
28734	-160.	-810.	0.	-2.3286e-007
28734	-160.	-810.	0.	2.3286e-007
28735	860.	-840.	0.	3.04e-007
28735	860.	-840.	0.	-3.04e-007
28736	-570.	120.	0.	-4.1665e-007
28736	-570.	120.	0.	4.1665e-007
28737	-580.	120.	0.	-3.5157e-007
28737	-580.	120.	0.	3.5157e-007
28738	-930.	100.	0.	3.8819e-006
28738	-930.	100.	0.	-3.8819e-006
28739	430.	280.	0.	-1.0053e-006
28739	430.	280.	0.	1.0053e-006
28740	-770.	80.	0.	1.4091e-006
28740	-770.	80.	0.	-1.4091e-006
28741	-60.	-720.	0.	-4.604e-007
28741	-60.	-720.	0.	4.604e-007
28742	-40.	-660.	0.	-6.2808e-007
28742	-40.	-660.	0.	6.2808e-007
28743	720.	39.986	0.	8.4773e-007
28743	720.	39.986	0.	-8.4773e-007
28744	-900.	-240.	0.	3.0623e-006
28744	-900.	-240.	0.	-3.0623e-006
28745	-240.	900.	0.	-7.0239e-008
28745	-240.	900.	0.	7.0239e-008
28746	-120.	-740.	0.	-4.0266e-007
28746	-120.	-740.	0.	4.0266e-007
28747	200.06	850.05	0.	-1.5048e-007
28747	200.06	850.05	0.	1.5048e-007
28748	60.123	390.34	0.	-1.3634e-006
28748	60.123	390.34	0.	1.3634e-006
28749	660.	-750.	0.	1.6746e-008
28749	660.	-750.	0.	-1.6746e-008
28750	-259.99	400.	0.	-1.1946e-006
28750	-259.99	400.	0.	1.1946e-006
28751	850.	-40.	0.	2.5377e-006
28751	850.	-40.	0.	-2.5377e-006
28752	660.	-710.	0.	2.7495e-008
28752	660.	-710.	0.	-2.7495e-008
28753	-640.	-940.	0.	-5.0729e-009
28753	-640.	-940.	0.	5.0729e-009
28754	620.	139.92	0.	-6.9201e-008
28754	620.	139.92	0.	6.9201e-008
28755	-570.	400.	0.	-3.4535e-007
28755	-570.	400.	0.	3.4535e-007
28756	-659.99	510.06	0.	1.052e-007
28756	-659.99	510.06	0.	-1.052e-007
28757	789.94	720.	0.	4.2761e-007
28757	789.94	720.	0.	-4.2761e-007
28758	599.99	-500.01	0.	-1.7644e-007
28758	599.99	-500.01	0.	1.7644e-007
28759	719.99	870.05	0.	4.5011e-008
28759	719.99	870.05	0.	-4.5011e-008
28760	80.145	330.28	0.	-1.4903e-006
28760	80.145	330.28	0.	1.4903e-006
28761	-10.	-500.	0.	-1.0869e-006
28761	-10.	-500.	0.	1.0869e-006
28762	-870.	580.	0.	1.3877e-006
28762	-870.	580.	0.	-1.3877e-006
28763	-120.	960.	0.	-1.254e-008
28763	-120.	960.	0.	1.254e-008
28764	-870.	40.	0.	2.8588e-006
28764	-870.	40.	0.	-2.8588e-006
28765	-830.	-40.	0.	2.2343e-006
28765	-830.	-40.	0.	-2.2343e-006
28766	-870.	-60.	0.	2.8489e-006
28766	-870.	-60.	0.	-2.8489e-006
28767	-820.	-80.	0.	2.0708e-006
28767	-820.	-80.	0.	-2.0708e-006
28768	39.998	-99.997	0.	-1.8286e-006
28768	39.998	-99.997	0.	1.8286e-006
28769	520.01	550.	0.	-4.205e-007
28769	520.01	550.	0.	4.205e-007
28770	-780.	700.	0.	4.3372e-007
28770	-780.	700.	0.	-4.3372e-007
28771	-980.	-690.	0.	1.6456e-006
28771	-980.	-690.	0.	-1.6456e-006
28772	-690.	980.	0.	2.0681e-010
28772	-690.	980.	0.	-2.0681e-010
28773	520.	39.922	0.	-7.2344e-007
28773	520.	39.922	0.	7.2344e-007
28774	600.	780.	0.	-7.6478e-008
28774	600.	780.	0.	7.6478e-008
28775	-620.	880.	0.	-2.3199e-008
28775	-620.	880.	0.	2.3199e-008
28776	-880.	-620.	0.	1.2898e-006
28776	-880.	-620.	0.	-1.2898e-006
28777	-660.	-440.	0.	1.3773e-007
28777	-660.	-440.	0.	-1.3773e-007
28778	-440.	660.	0.	-4.1947e-007
28778	-440.	660.	0.	4.1947e-007
28779	900.	640.	0.	1.347e-006
28779	900.	640.	0.	-1.347e-006
28780	960.	-730.	0.	1.207e-006
28780	960.	-730.	0.	-1.207e-006
28781	50.041	830.2	0.	-1.9514e-007
28781	50.041	830.2	0.	1.9514e-007
28782	60.04	830.17	0.	-1.95e-007
28782	60.04	830.17	0.	1.95e-007
28783	-90.	530.	0.	-9.9177e-007
28783	-90.	530.	0.	9.9177e-007
28784	739.99	860.04	0.	7.3449e-008
28784	739.99	860.04	0.	-7.3449e-008
28785	-190.	480.	0.	-1.0786e-006
28785	-190.	480.	0.	1.0786e-006
28786	400.	-960.	0.	-1.0702e-008
28786	400.	-960.	0.	1.0702e-008
28787	-280.	-560.	0.	-8.0652e-007
28787	-280.	-560.	0.	8.0652e-007
28788	880.	-820.	0.	4.1777e-007
28788	880.	-820.	0.	-4.1777e-007
28789	940.	-480.	0.	2.6764e-006
28789	940.	-480.	0.	-2.6764e-006
28790	-599.99	-720.	0.	-1.0269e-007
28790	-599.99	-720.	0.	1.0269e-007
28791	390.	39.925	0.	-1.2934e-006
28791	390.	39.925	0.	1.2934e-006
28792	-980.	230.	0.	4.5812e-006
28792	-980.	230.	0.	-4.5812e-006
28793	780.	-920.	0.	4.3551e-008
28793	780.	-920.	0.	-4.3551e-008
28794	810.	920.	0.	6.0296e-008
28794	810.	920.	0.	-6.0296e-008
28795	-600.	-20.	0.	-2.1555e-007
28795	-600.	-20.	0.	2.1555e-007
28796	720.	-120.	0.	8.2475e-007
28796	720.	-120.	0.	-8.2475e-007
28797	770.	-330.	0.	1.1415e-006
28797	770.	-330.	0.	-1.1415e-006
28798	850.	9.9997	0.	2.5444e-006
28798	850.	9.9997	0.	-2.5444e-006
28799	460.09	540.	0.	-5.8097e-007
28799	460.09	540.	0.	5.8097e-007
28800	500.	-170.01	0.	-7.9628e-007
28800	500.	-170.01	0.	7.9628e-007
28801	-660.	980.	0.	-3.9448e-010
28801	-660.	980.	0.	3.9448e-010
28802	-980.	-660.	0.	1.889e-006
28802	-980.	-660.	0.	-1.889e-006
28803	-520.	-40.	0.	-7.2344e-007
28803	-520.	-40.	0.	7.2344e-007
28804	380.	-180.	0.	-1.2579e-006
28804	380.	-180.	0.	1.2579e-006
28805	-200.	920.	0.	-4.6915e-008
28805	-200.	920.	0.	4.6915e-008
28806	-920.	-200.	0.	3.509e-006
28806	-920.	-200.	0.	-3.509e-006
28807	690.	19.997	0.	5.4441e-007
28807	690.	19.997	0.	-5.4441e-007
28808	20.	960.	0.	-1.2635e-008
28808	20.	960.	0.	1.2635e-008
28809	-590.	180.01	0.	-2.8051e-007
28809	-590.	180.01	0.	2.8051e-007
28810	940.01	-560.	0.	2.1932e-006
28810	940.01	-560.	0.	-2.1932e-006
28811	-670.	-40.	0.	3.5493e-007
28811	-670.	-40.	0.	-3.5493e-007
28812	-750.	680.	0.	3.4974e-007
28812	-750.	680.	0.	-3.4974e-007
28813	520.	380.	0.	-5.774e-007
28813	520.	380.	0.	5.774e-007
28814	980.	-3.5862e-009	0.	4.9878e-006
28814	980.	-3.5862e-009	0.	-4.9878e-006
28815	-140.	-960.	0.	-1.2501e-008
28815	-140.	-960.	0.	1.2501e-008
28816	-690.	-60.	0.	5.4028e-007
28816	-690.	-60.	0.	-5.4028e-007
28817	660.	-1.2901e-003	0.	2.6664e-007
28817	660.	-1.2901e-003	0.	-2.6664e-007
28818	-830.	380.	0.	1.6901e-006
28818	-830.	380.	0.	-1.6901e-006
28819	-50.002	199.99	0.	-1.7243e-006
28819	-50.002	199.99	0.	1.7243e-006
28820	-980.	-640.	0.	2.0508e-006
28820	-980.	-640.	0.	-2.0508e-006
28821	-640.	980.	0.	-7.3797e-010
28821	-640.	980.	0.	7.3797e-010
28822	99.998	-180.	0.	-1.7276e-006
28822	99.998	-180.	0.	1.7276e-006
28823	-930.	700.	0.	1.2208e-006
28823	-930.	700.	0.	-1.2208e-006
28824	970.	-680.	0.	1.6455e-006
28824	970.	-680.	0.	-1.6455e-006
28825	-30.	960.	0.	-1.2632e-008
28825	-30.	960.	0.	1.2632e-008
28826	440.07	869.97	0.	-8.9497e-008
28826	440.07	869.97	0.	8.9497e-008
28827	-670.	20.	0.	3.5609e-007
28827	-670.	20.	0.	-3.5609e-007
28828	-499.84	-890.05	0.	-5.5854e-008
28828	-499.84	-890.05	0.	5.5854e-008
28829	290.	-120.	0.	-1.5348e-006
28829	290.	-120.	0.	1.5348e-006
28830	440.11	780.02	0.	-2.1724e-007
28830	440.11	780.02	0.	2.1724e-007
28831	640.	-980.	0.	-7.3805e-010
28831	640.	-980.	0.	7.3805e-010
28832	220.	-810.	0.	-2.2688e-007
28832	220.	-810.	0.	2.2688e-007
28833	230.	-770.	0.	-3.1281e-007
28833	230.	-770.	0.	3.1281e-007
28834	220.	-830.	0.	-1.8663e-007
28834	220.	-830.	0.	1.8663e-007
28835	250.	-770.	0.	-3.0865e-007
28835	250.	-770.	0.	3.0865e-007
28836	260.	-770.	0.	-3.0636e-007
28836	260.	-770.	0.	3.0636e-007
28837	200.	-770.	0.	-3.1813e-007
28837	200.	-770.	0.	3.1813e-007
28838	-20.	-770.	0.	-3.3256e-007
28838	-20.	-770.	0.	3.3256e-007
28839	-60.	-770.	0.	-3.315e-007
28839	-60.	-770.	0.	3.315e-007
28840	479.97	419.99	0.	-6.8553e-007
28840	479.97	419.99	0.	6.8553e-007
28841	-460.	-10.	0.	-1.0233e-006
28841	-460.	-10.	0.	1.0233e-006
28842	-120.	520.	0.	-1.01e-006
28842	-120.	520.	0.	1.01e-006
28843	840.	880.	0.	1.6241e-007
28843	840.	880.	0.	-1.6241e-007
28844	260.	980.	0.	-3.089e-009
28844	260.	980.	0.	3.089e-009
28845	800.	500.	0.	1.0614e-006
28845	800.	500.	0.	-1.0614e-006
28846	-630.	-100.	0.	1.0231e-008
28846	-630.	-100.	0.	-1.0231e-008
28847	-640.	840.	0.	-1.766e-008
28847	-640.	840.	0.	1.766e-008
28848	-840.	-640.	0.	9.2202e-007
28848	-840.	-640.	0.	-9.2202e-007
28849	880.	-120.	0.	2.9602e-006
28849	880.	-120.	0.	-2.9602e-006
28850	-280.	-630.	0.	-6.341e-007
28850	-280.	-630.	0.	6.341e-007
28851	-240.	-980.	0.	-3.1185e-009
28851	-240.	-980.	0.	3.1185e-009
28852	-220.	-750.	0.	-3.6163e-007
28852	-220.	-750.	0.	3.6163e-007
28853	630.	620.	0.	-4.7269e-008
28853	630.	620.	0.	4.7269e-008
28854	300.09	800.15	0.	-2.3347e-007
28854	300.09	800.15	0.	2.3347e-007
28855	870.	860.	0.	2.6104e-007
28855	870.	860.	0.	-2.6104e-007
28856	940.	-200.	0.	3.8782e-006
28856	940.	-200.	0.	-3.8782e-006
28857	360.04	380.01	0.	-1.0628e-006
28857	360.04	380.01	0.	1.0628e-006
28858	560.	-260.	0.	-4.4836e-007
28858	560.	-260.	0.	4.4836e-007
28859	950.	120.	0.	4.2466e-006
28859	950.	120.	0.	-4.2466e-006
28860	870.	-360.	0.	2.2508e-006
28860	870.	-360.	0.	-2.2508e-006
28861	-519.87	-820.02	0.	-1.1729e-007
28861	-519.87	-820.02	0.	1.1729e-007
28862	270.	-320.	0.	-1.3323e-006
28862	270.	-320.	0.	1.3323e-006
28863	920.	-700.	0.	1.1574e-006
28863	920.	-700.	0.	-1.1574e-006
28864	-470.01	-299.99	0.	-8.4288e-007
28864	-470.01	-299.99	0.	8.4288e-007
28865	420.07	530.01	0.	-6.7969e-007
28865	420.07	530.01	0.	6.7969e-007
28866	-120.	290.	0.	-1.5484e-006
28866	-120.	290.	0.	1.5484e-006
28867	160.06	220.31	0.	-1.6288e-006
28867	160.06	220.31	0.	1.6288e-006
28868	930.	-300.	0.	3.3781e-006
28868	930.	-300.	0.	-3.3781e-006
28869	670.	560.	0.	1.2908e-007
28869	670.	560.	0.	-1.2908e-007
28870	-579.99	-800.	0.	-8.7875e-008
28870	-579.99	-800.	0.	8.7875e-008
28871	-579.98	-700.	0.	-1.5092e-007
28871	-579.98	-700.	0.	1.5092e-007
28872	-39.999	460.	0.	-1.1926e-006
28872	-39.999	460.	0.	1.1926e-006
28873	-870.	520.	0.	1.645e-006
28873	-870.	520.	0.	-1.645e-006
28874	40.	-890.	0.	-8.8095e-008
28874	40.	-890.	0.	8.8095e-008
28875	560.	770.	0.	-1.3043e-007
28875	560.	770.	0.	1.3043e-007
28876	-480.	-80.	0.	-9.2201e-007
28876	-480.	-80.	0.	9.2201e-007
28877	20.041	380.15	0.	-1.3942e-006
28877	20.041	380.15	0.	1.3942e-006
28878	-100.01	-210.	0.	-1.689e-006
28878	-100.01	-210.	0.	1.689e-006
28879	160.	-940.	0.	-2.7358e-008
28879	160.	-940.	0.	2.7358e-008
28880	-750.	-440.	0.	7.7254e-007
28880	-750.	-440.	0.	-7.7254e-007
28881	-440.	750.	0.	-2.6591e-007
28881	-440.	750.	0.	2.6591e-007
28882	360.	-450.	0.	-9.3908e-007
28882	360.	-450.	0.	9.3908e-007
28883	200.08	650.1	0.	-6.2283e-007
28883	200.08	650.1	0.	6.2283e-007
28884	20.	-940.	0.	-2.7799e-008
28884	20.	-940.	0.	2.7799e-008
28885	19.969	230.21	0.	-1.6869e-006
28885	19.969	230.21	0.	1.6869e-006
28886	-340.	-540.	0.	-7.875e-007
28886	-340.	-540.	0.	7.875e-007
28887	300.01	950.01	0.	-1.8154e-008
28887	300.01	950.01	0.	1.8154e-008
28888	300.	-590.	0.	-7.1625e-007
28888	300.	-590.	0.	7.1625e-007
28889	360.	-570.	0.	-6.9727e-007
28889	360.	-570.	0.	6.9727e-007
28890	360.	-560.	0.	-7.1844e-007
28890	360.	-560.	0.	7.1844e-007
28891	260.	-640.	0.	-6.2132e-007
28891	260.	-640.	0.	6.2132e-007
28892	320.	-520.	0.	-8.5695e-007
28892	320.	-520.	0.	8.5695e-007
28893	320.	-530.	0.	-8.3467e-007
28893	320.	-530.	0.	8.3467e-007
28894	200.	-580.	0.	-8.1115e-007
28894	200.	-580.	0.	8.1115e-007
28895	199.99	-570.	0.	-8.3788e-007
28895	199.99	-570.	0.	8.3788e-007
28896	199.97	-530.	0.	-9.4356e-007
28896	199.97	-530.	0.	9.4356e-007
28897	140.	-590.	0.	-8.0908e-007
28897	140.	-590.	0.	8.0908e-007
28898	530.	59.881	0.	-6.6553e-007
28898	530.	59.881	0.	6.6553e-007
28899	-559.98	-960.	0.	-6.6439e-009
28899	-559.98	-960.	0.	6.6439e-009
28900	860.01	-600.	0.	1.2203e-006
28900	860.01	-600.	0.	-1.2203e-006
28901	-980.	-140.	0.	4.8366e-006
28901	-980.	-140.	0.	-4.8366e-006
28902	40.	-940.	0.	-2.778e-008
28902	40.	-940.	0.	2.778e-008
28903	-950.	-880.	0.	2.9391e-007
28903	-950.	-880.	0.	-2.9391e-007
28904	-880.	950.	0.	4.6243e-008
28904	-880.	950.	0.	-4.6243e-008
28905	480.	-950.	0.	-1.4014e-008
28905	480.	-950.	0.	1.4014e-008
28906	520.01	540.	0.	-4.3099e-007
28906	520.01	540.	0.	4.3099e-007
28907	-60.001	-230.	0.	-1.6783e-006
28907	-60.001	-230.	0.	1.6783e-006
28908	180.	960.	0.	-1.2398e-008
28908	180.	960.	0.	1.2398e-008
28909	490.01	99.817	0.	-8.6909e-007
28909	490.01	99.817	0.	8.6909e-007
28910	400.01	450.	0.	-8.585e-007
28910	400.01	450.	0.	8.585e-007
28911	199.96	-300.	0.	-1.461e-006
28911	199.96	-300.	0.	1.461e-006
28912	940.	120.	0.	4.0475e-006
28912	940.	120.	0.	-4.0475e-006
28913	-279.91	680.03	0.	-5.1102e-007
28913	-279.91	680.03	0.	5.1102e-007
28914	-680.03	-279.97	0.	3.6638e-007
28914	-680.03	-279.97	0.	-3.6638e-007
28915	340.01	480.01	0.	-9.1416e-007
28915	340.01	480.01	0.	9.1416e-007
28916	380.02	530.	0.	-7.5025e-007
28916	380.02	530.	0.	7.5025e-007
28917	850.	-520.	0.	1.4483e-006
28917	850.	-520.	0.	-1.4483e-006
28918	-970.	740.	0.	1.1904e-006
28918	-970.	740.	0.	-1.1904e-006
28919	-460.	340.	0.	-8.4053e-007
28919	-460.	340.	0.	8.4053e-007
28920	-440.02	-179.98	0.	-1.0515e-006
28920	-440.02	-179.98	0.	1.0515e-006
28921	-950.	800.	0.	7.0656e-007
28921	-950.	800.	0.	-7.0656e-007
28922	540.	-160.	0.	-5.8994e-007
28922	540.	-160.	0.	5.8994e-007
28923	300.	-20.005	0.	-1.5509e-006
28923	300.	-20.005	0.	1.5509e-006
28924	190.	-610.	0.	-7.3502e-007
28924	190.	-610.	0.	7.3502e-007
28925	-20.02	189.98	0.	-1.7435e-006
28925	-20.02	189.98	0.	1.7435e-006
28926	-519.87	-850.02	0.	-8.7179e-008
28926	-519.87	-850.02	0.	8.7179e-008
28927	749.75	740.04	0.	2.4981e-007
28927	749.75	740.04	0.	-2.4981e-007
28928	-640.	-350.	0.	4.3162e-008
28928	-640.	-350.	0.	-4.3162e-008
28929	-349.96	640.14	0.	-5.5572e-007
28929	-349.96	640.14	0.	5.5572e-007
28930	360.	-180.	0.	-1.3163e-006
28930	360.	-180.	0.	1.3163e-006
28931	-140.	540.	0.	-9.4764e-007
28931	-140.	540.	0.	9.4764e-007
28932	-39.948	139.92	0.	-1.7959e-006
28932	-39.948	139.92	0.	1.7959e-006
28933	-750.	660.	0.	3.8425e-007
28933	-750.	660.	0.	-3.8425e-007
28934	300.15	780.07	0.	-2.7428e-007
28934	300.15	780.07	0.	2.7428e-007
28935	720.	-260.	0.	7.3296e-007
28935	720.	-260.	0.	-7.3296e-007
28936	-610.	380.	0.	-1.4277e-007
28936	-610.	380.	0.	1.4277e-007
28937	800.	-280.	0.	1.56e-006
28937	800.	-280.	0.	-1.56e-006
28938	960.	660.	0.	1.7124e-006
28938	960.	660.	0.	-1.7124e-006
28939	960.	-940.	0.	8.5624e-008
28939	960.	-940.	0.	-8.5624e-008
28940	-690.	320.	0.	4.2208e-007
28940	-690.	320.	0.	-4.2208e-007
28941	-760.	60.	0.	1.2952e-006
28941	-760.	60.	0.	-1.2952e-006
28942	40.	-740.	0.	-4.0838e-007
28942	40.	-740.	0.	4.0838e-007
28943	500.	-300.	0.	-7.2161e-007
28943	500.	-300.	0.	7.2161e-007
28944	499.99	420.	0.	-6.1796e-007
28944	499.99	420.	0.	6.1796e-007
28945	-239.99	470.	0.	-1.0614e-006
28945	-239.99	470.	0.	1.0614e-006
28946	820.01	99.92	0.	2.0573e-006
28946	820.01	99.92	0.	-2.0573e-006
28947	-670.2	-239.9	0.	3.0516e-007
28947	-670.2	-239.9	0.	-3.0516e-007
28948	-239.97	670.	0.	-5.5475e-007
28948	-239.97	670.	0.	5.5475e-007
28949	-79.999	200.	0.	-1.713e-006
28949	-79.999	200.	0.	1.713e-006
28950	-79.993	170.	0.	-1.75e-006
28950	-79.993	170.	0.	1.75e-006
28951	650.	39.982	0.	1.7859e-007
28951	650.	39.982	0.	-1.7859e-007
28952	-980.	-240.	0.	4.5453e-006
28952	-980.	-240.	0.	-4.5453e-006
28953	-240.	980.	0.	-3.1185e-009
28953	-240.	980.	0.	3.1185e-009
28954	-120.	-820.	0.	-2.1412e-007
28954	-120.	-820.	0.	2.1412e-007
28955	-559.96	-780.	0.	-1.224e-007
28955	-559.96	-780.	0.	1.224e-007
28956	-170.	140.	0.	-1.7104e-006
28956	-170.	140.	0.	1.7104e-006
28957	159.94	-240.	0.	-1.6004e-006
28957	159.94	-240.	0.	1.6004e-006
28958	440.	-950.	0.	-1.5376e-008
28958	440.	-950.	0.	1.5376e-008
28959	260.	-580.	0.	-7.7332e-007
28959	260.	-580.	0.	7.7332e-007
28960	300.	-530.	0.	-8.5786e-007
28960	300.	-530.	0.	8.5786e-007
28961	460.	-600.	0.	-4.887e-007
28961	460.	-600.	0.	4.887e-007
28962	260.	-620.	0.	-6.7204e-007
28962	260.	-620.	0.	6.7204e-007
28963	950.	-380.	0.	3.369e-006
28963	950.	-380.	0.	-3.369e-006
28964	80.148	520.28	0.	-1.0212e-006
28964	80.148	520.28	0.	1.0212e-006
28965	-780.	160.	0.	1.4778e-006
28965	-780.	160.	0.	-1.4778e-006
28966	820.	-100.	0.	2.0572e-006
28966	820.	-100.	0.	-2.0572e-006
28967	-320.	-870.	0.	-1.0752e-007
28967	-320.	-870.	0.	1.0752e-007
28968	670.	460.	0.	1.8737e-007
28968	670.	460.	0.	-1.8737e-007
28969	659.97	-520.01	0.	1.006e-007
28969	659.97	-520.01	0.	-1.006e-007
28970	-300.	950.	0.	-1.8164e-008
28970	-300.	950.	0.	1.8164e-008
28971	-950.	-300.	0.	3.7309e-006
28971	-950.	-300.	0.	-3.7309e-006
28972	-640.	-960.	0.	-2.5879e-009
28972	-640.	-960.	0.	2.5879e-009
28973	360.	-930.	0.	-3.2797e-008
28973	360.	-930.	0.	3.2797e-008
28974	960.	580.	0.	2.2894e-006
28974	960.	580.	0.	-2.2894e-006
28975	-160.	410.	0.	-1.2699e-006
28975	-160.	410.	0.	1.2699e-006
28976	990.	-40.	0.	5.2001e-006
28976	990.	-40.	0.	-5.2001e-006
28977	930.	100.	0.	3.8819e-006
28977	930.	100.	0.	-3.8819e-006
28978	-100.	720.	0.	-4.5707e-007
28978	-100.	720.	0.	4.5707e-007
28979	970.	10.	0.	4.7676e-006
28979	970.	10.	0.	-4.7676e-006
28980	-320.03	160.01	0.	-1.4368e-006
28980	-320.03	160.01	0.	1.4368e-006
28981	-770.	440.	0.	9.4117e-007
28981	-770.	440.	0.	-9.4117e-007
28982	260.23	680.6	0.	-5.1917e-007
28982	260.23	680.6	0.	5.1917e-007
28983	140.09	350.33	0.	-1.4165e-006
28983	140.09	350.33	0.	1.4165e-006
28984	180.06	480.13	0.	-1.085e-006
28984	180.06	480.13	0.	1.085e-006
28985	-950.	-940.	0.	8.7526e-008
28985	-950.	-940.	0.	-8.7526e-008
28986	-940.	950.	0.	6.3238e-008
28986	-940.	950.	0.	-6.3238e-008
28987	239.99	-310.	0.	-1.3938e-006
28987	239.99	-310.	0.	1.3938e-006
28988	450.11	490.	0.	-6.7881e-007
28988	450.11	490.	0.	6.7881e-007
28989	890.01	-579.99	0.	1.5666e-006
28989	890.01	-579.99	0.	-1.5666e-006
28990	950.	-200.	0.	4.0705e-006
28990	950.	-200.	0.	-4.0705e-006
28991	-840.	320.	0.	1.9709e-006
28991	-840.	320.	0.	-1.9709e-006
28992	-470.	120.	0.	-9.5628e-007
28992	-470.	120.	0.	9.5628e-007
28993	-300.	-40.	0.	-1.5477e-006
28993	-300.	-40.	0.	1.5477e-006
28994	-380.	-850.	0.	-1.2891e-007
28994	-380.	-850.	0.	1.2891e-007
28995	-479.86	-800.03	0.	-1.648e-007
28995	-479.86	-800.03	0.	1.648e-007
28996	-60.	370.	0.	-1.4106e-006
28996	-60.	370.	0.	1.4106e-006
28997	830.01	-560.	0.	1.1303e-006
28997	830.01	-560.	0.	-1.1303e-006
28998	170.01	109.88	0.	-1.7345e-006
28998	170.01	109.88	0.	1.7345e-006
28999	-20.	-730.	0.	-4.3526e-007
28999	-20.	-730.	0.	4.3526e-007
29000	759.8	740.03	0.	2.8088e-007
29000	759.8	740.03	0.	-2.8088e-007
29001	830.	39.993	0.	2.2343e-006
29001	830.	39.993	0.	-2.2343e-006
29002	-630.	-800.	0.	-3.3112e-008
29002	-630.	-800.	0.	3.3112e-008
29003	-559.96	-890.	0.	-4.1017e-008
29003	-559.96	-890.	0.	4.1017e-008
29004	-579.98	-930.	0.	-1.6083e-008
29004	-579.98	-930.	0.	1.6083e-008
29005	620.	79.863	0.	-6.6543e-008
29005	620.	79.863	0.	6.6543e-008
29006	510.	-440.	0.	-5.6332e-007
29006	510.	-440.	0.	5.6332e-007
29007	790.	-260.	0.	1.4746e-006
29007	790.	-260.	0.	-1.4746e-006
29008	790.	220.	0.	1.5324e-006
29008	790.	220.	0.	-1.5324e-006
29009	-559.96	-920.	0.	-2.3639e-008
29009	-559.96	-920.	0.	2.3639e-008
29010	-480.	-159.99	0.	-8.9467e-007
29010	-480.	-159.99	0.	8.9467e-007
29011	-639.96	240.01	0.	6.8161e-008
29011	-639.96	240.01	0.	-6.8161e-008
29012	190.	980.	0.	-3.1658e-009
29012	190.	980.	0.	3.1658e-009
29013	-810.	70.	0.	1.9359e-006
29013	-810.	70.	0.	-1.9359e-006
29014	-780.	80.	0.	1.5338e-006
29014	-780.	80.	0.	-1.5338e-006
29015	350.	-300.	0.	-1.2077e-006
29015	350.	-300.	0.	1.2077e-006
29016	520.01	840.	0.	-9.691e-008
29016	520.01	840.	0.	9.691e-008
29017	-760.	-400.	0.	9.2659e-007
29017	-760.	-400.	0.	-9.2659e-007
29018	-400.	760.	0.	-2.7414e-007
29018	-400.	760.	0.	2.7414e-007
29019	-100.1	-140.05	0.	-1.77e-006
29019	-100.1	-140.05	0.	1.77e-006
29020	-950.	880.	0.	2.9391e-007
29020	-950.	880.	0.	-2.9391e-007
29021	-880.	-950.	0.	4.6244e-008
29021	-880.	-950.	0.	-4.6244e-008
29022	610.	340.	0.	-1.4403e-007
29022	610.	340.	0.	1.4403e-007
29023	159.95	-280.	0.	-1.5359e-006
29023	159.95	-280.	0.	1.5359e-006
29024	500.	320.	0.	-7.0657e-007
29024	500.	320.	0.	7.0657e-007
29025	-680.	-900.	0.	6.0142e-009
29025	-680.	-900.	0.	-6.0142e-009
29026	420.01	59.861	0.	-1.1816e-006
29026	420.01	59.861	0.	1.1816e-006
29027	510.	380.	0.	-6.1744e-007
29027	510.	380.	0.	6.1744e-007
29028	80.	-850.	0.	-1.555e-007
29028	80.	-850.	0.	1.555e-007
29029	-870.	240.	0.	2.5868e-006
29029	-870.	240.	0.	-2.5868e-006
29030	-960.	920.	0.	1.4367e-007
